"visitor_id","timestamp","variant","converted","page_views","session_duration","referrer","user_agent","device"
2149,2025-05-24 23:37:04,"VariantC",0,5,7,"google","Mobile WebView","Desktop"
2150,2025-05-19 16:18:29,"VariantA",0,8,23,"google","Safari","Mobile"
2151,2025-06-14 02:53:39,"VariantA",0,4,24,"google","Chrome","Mobile"
2152,2025-05-27 21:28:50,"VariantC",0,5,10,"direct","Firefox","Desktop"
2153,2025-05-30 09:09:28,"VariantA",0,6,44,"direct","Safari","Desktop"
2154,2025-06-08 13:00:11,"Control",0,5,25,"facebook","Edge","Mobile"
2155,2025-06-05 02:29:06,"Control",0,4,64,"google","Chrome","Desktop"
2156,2025-06-10 22:57:36,"Control",0,5,18,"google","Chrome","Mobile"
2157,2025-06-08 08:04:32,"Control",0,6,28,"direct","Edge","Desktop"
2158,2025-06-14 16:06:58,"Control",0,9,22,"direct","Safari","Mobile"
2159,2025-05-20 08:41:15,"VariantA",0,5,22,"direct","Firefox","Desktop"
2160,2025-05-22 10:05:17,"Control",0,5,22,"google","Chrome","Mobile"
2161,2025-05-31 12:28:34,"VariantC",0,5,14,"twitter","Edge","Mobile"
2162,2025-06-11 22:34:48,"Control",0,5,19,"google","Chrome","Desktop"
2163,2025-05-26 16:53:41,"VariantC",0,3,16,"facebook","Mobile WebView","Desktop"
2164,2025-06-06 16:57:20,"VariantA",0,10,9,"google","Chrome","Mobile"
2165,2025-06-13 07:07:39,"VariantC",0,7,21,"google","Firefox","Desktop"
2166,2025-06-13 20:05:58,"Control",0,7,20,"direct","Chrome","Desktop"
2167,2025-05-31 18:00:57,"VariantC",0,5,34,"facebook","Chrome","Desktop"
2168,2025-05-26 03:43:08,"VariantA",0,7,34,"twitter","Safari","Desktop"
2169,2025-06-04 03:40:52,"Control",0,7,23,"google","Firefox","Mobile"
2170,2025-05-29 09:22:48,"VariantC",0,6,13,"google","Chrome","Desktop"
2171,2025-06-11 21:11:05,"VariantA",0,6,13,"google","Edge","Mobile"
2172,2025-05-18 06:54:12,"VariantC",0,5,22,"facebook","Chrome","Mobile"
2173,2025-05-21 23:18:20,"VariantC",0,3,23,"facebook","Chrome","Desktop"
2174,2025-06-10 19:46:59,"VariantA",0,6,54,"google","Chrome","Desktop"
2175,2025-06-09 21:32:06,"Control",0,6,18,"facebook","Chrome","Mobile"
2176,2025-05-23 12:53:59,"Control",0,5,21,"google","Safari","Mobile"
2177,2025-06-08 18:27:49,"Control",0,7,31,"google","Firefox","Mobile"
2178,2025-06-12 16:29:24,"VariantA",0,4,17,"twitter","Edge","Mobile"
2179,2025-05-21 03:51:01,"Control",0,9,34,"email","Safari","Mobile"
2180,2025-05-22 18:12:38,"VariantA",0,6,65,"google","Firefox","Mobile"
2181,2025-06-08 02:23:40,"Control",0,9,9,"direct","Chrome","Mobile"
2182,2025-05-24 10:07:26,"VariantA",0,7,37,"facebook","Chrome","Desktop"
2183,2025-06-04 00:54:58,"VariantC",0,6,31,"direct","Firefox","Mobile"
2184,2025-06-12 03:47:47,"VariantC",0,7,32,"email","Safari","Desktop"
2185,2025-05-30 11:55:41,"VariantC",0,4,18,"direct","Chrome","Desktop"
2186,2025-06-07 05:31:53,"Control",0,10,10,"email","Chrome","Mobile"
2187,2025-06-13 10:33:26,"Control",0,6,13,"google","Chrome","Desktop"
2188,2025-05-24 04:29:30,"VariantA",0,5,38,"direct","Chrome","Mobile"
2189,2025-06-01 21:36:36,"Control",0,2,40,"google","Safari","Desktop"
2190,2025-06-09 03:03:05,"VariantA",0,9,11,"facebook","Edge","Mobile"
2191,2025-06-06 20:31:08,"Control",0,8,20,"email","Chrome","Desktop"
2192,2025-05-22 23:05:05,"Control",0,6,45,"google","Chrome","Mobile"
2193,2025-05-29 15:40:00,"Control",0,2,38,"direct","Chrome","Mobile"
2194,2025-05-18 02:31:48,"VariantA",0,7,29,"twitter","Chrome","Desktop"
2195,2025-06-05 12:22:15,"VariantA",0,7,27,"google","Mobile WebView","Mobile"
2196,2025-06-11 09:56:40,"VariantC",0,4,10,"google","Chrome","Mobile"
2197,2025-05-20 17:44:58,"VariantC",0,7,33,"facebook","Edge","Desktop"
2198,2025-05-23 14:18:35,"VariantC",0,6,14,"direct","Chrome","Desktop"
2199,2025-05-23 20:35:05,"Control",0,8,28,"google","Firefox","Mobile"
2200,2025-05-25 09:40:21,"Control",0,6,18,"twitter","Safari","Mobile"
2201,2025-06-06 12:35:12,"VariantA",0,7,25,"facebook","Chrome","Desktop"
2202,2025-06-01 23:34:48,"Control",0,5,36,"direct","Chrome","Mobile"
2203,2025-05-23 14:39:56,"Control",0,4,16,"google","Safari","Mobile"
2204,2025-06-08 16:23:34,"Control",1,8,26,"twitter","Chrome","Mobile"
2205,2025-05-24 10:17:33,"VariantA",0,6,17,"twitter","Safari","Mobile"
2206,2025-06-09 05:01:19,"Control",1,7,10,"direct","Mobile WebView","Mobile"
2207,2025-05-22 05:23:12,"Control",0,6,24,"direct","Edge","Mobile"
2208,2025-05-18 03:26:59,"Control",0,5,8,"facebook","Chrome","Desktop"
2209,2025-05-20 11:49:51,"Control",0,8,41,"google","Chrome","Mobile"
2210,2025-06-13 14:01:08,"VariantC",0,4,20,"facebook","Chrome","Mobile"
2211,2025-06-14 19:21:12,"VariantA",0,6,23,"twitter","Mobile WebView","Desktop"
2212,2025-06-05 17:51:49,"VariantA",0,6,9,"direct","Safari","Desktop"
2213,2025-05-27 14:42:43,"Control",0,12,23,"direct","Chrome","Mobile"
2214,2025-06-15 21:31:51,"VariantA",0,11,22,"google","Mobile WebView","Mobile"
2215,2025-06-03 23:30:45,"VariantA",0,11,25,"google","Safari","Desktop"
2216,2025-06-13 19:47:51,"Control",0,9,19,"google","Chrome","Mobile"
2217,2025-05-17 14:03:13,"VariantC",0,2,22,"facebook","Mobile WebView","Mobile"
2218,2025-06-09 03:44:57,"VariantC",0,6,13,"direct","Safari","Mobile"
2219,2025-05-30 18:02:53,"VariantA",0,5,23,"facebook","Safari","Mobile"
2220,2025-05-25 03:37:59,"VariantC",0,4,28,"direct","Mobile WebView","Mobile"
2221,2025-06-07 16:08:16,"VariantA",0,7,19,"direct","Edge","Mobile"
2222,2025-05-29 14:07:25,"Control",0,7,10,"facebook","Safari","Mobile"
2223,2025-05-20 10:22:45,"Control",0,7,18,"twitter","Firefox","Mobile"
2224,2025-06-08 08:39:58,"VariantC",0,6,9,"google","Chrome","Desktop"
2225,2025-05-29 15:01:21,"VariantA",0,6,18,"direct","Firefox","Desktop"
2226,2025-06-11 18:03:27,"VariantA",0,9,32,"google","Chrome","Desktop"
2227,2025-05-29 14:01:57,"VariantC",0,6,15,"direct","Chrome","Mobile"
2228,2025-05-28 00:10:13,"VariantC",0,8,15,"google","Safari","Mobile"
2229,2025-06-10 07:24:21,"VariantC",0,8,41,"google","Chrome","Desktop"
2230,2025-06-09 00:42:09,"VariantA",0,4,13,"facebook","Chrome","Mobile"
2231,2025-06-09 03:12:31,"Control",0,6,28,"email","Chrome","Mobile"
2232,2025-06-11 13:15:10,"VariantA",0,3,27,"twitter","Chrome","Mobile"
2233,2025-06-08 07:38:18,"Control",0,5,19,"direct","Chrome","Mobile"
2234,2025-05-29 03:03:18,"VariantC",0,4,14,"email","Firefox","Mobile"
2235,2025-05-27 04:05:20,"VariantC",0,5,12,"google","Safari","Desktop"
2236,2025-06-03 18:09:27,"VariantA",0,3,25,"direct","Chrome","Mobile"
2237,2025-05-31 06:18:55,"Control",0,5,19,"email","Safari","Desktop"
2238,2025-05-26 22:25:27,"Control",0,7,13,"google","Chrome","Desktop"
2239,2025-05-28 01:47:58,"Control",0,3,23,"google","Safari","Desktop"
2240,2025-05-28 21:11:08,"VariantC",0,2,12,"google","Chrome","Desktop"
2241,2025-06-10 18:24:53,"VariantA",0,7,28,"email","Chrome","Desktop"
2242,2025-06-08 23:29:40,"VariantC",0,5,32,"direct","Chrome","Desktop"
2243,2025-06-11 17:45:46,"Control",0,9,88,"email","Firefox","Desktop"
2244,2025-05-30 21:04:17,"VariantC",0,6,14,"google","Chrome","Desktop"
2245,2025-05-20 00:52:14,"Control",0,10,31,"google","Safari","Desktop"
2246,2025-05-22 21:48:51,"VariantA",0,6,25,"google","Safari","Mobile"
2247,2025-05-21 12:50:07,"VariantC",0,2,20,"twitter","Safari","Mobile"
2248,2025-06-06 03:19:23,"VariantA",0,4,17,"google","Edge","Desktop"
2249,2025-06-12 06:00:19,"VariantC",0,5,25,"facebook","Mobile WebView","Desktop"
2250,2025-06-05 09:46:46,"Control",0,7,15,"direct","Chrome","Desktop"
2251,2025-05-19 17:55:09,"VariantC",0,3,7,"google","Chrome","Mobile"
2252,2025-06-01 03:15:28,"VariantC",0,7,13,"email","Safari","Mobile"
2253,2025-06-01 18:50:10,"VariantA",0,7,20,"google","Chrome","Desktop"
2254,2025-06-16 03:50:05,"VariantC",0,6,7,"google","Safari","Mobile"
2255,2025-05-25 02:27:44,"VariantC",0,4,8,"google","Chrome","Desktop"
2256,2025-06-15 08:30:45,"Control",0,7,59,"direct","Edge","Mobile"
2257,2025-06-05 03:01:07,"VariantC",0,4,16,"google","Mobile WebView","Desktop"
2258,2025-06-04 06:31:27,"Control",0,5,34,"direct","Chrome","Mobile"
2259,2025-06-14 02:53:53,"VariantC",0,5,12,"facebook","Safari","Desktop"
2260,2025-06-04 00:56:17,"VariantA",0,8,14,"google","Firefox","Mobile"
2261,2025-06-12 09:23:35,"VariantA",0,3,39,"direct","Edge","Desktop"
2262,2025-05-30 06:47:36,"VariantC",0,7,12,"google","Chrome","Desktop"
2263,2025-06-02 16:50:49,"Control",0,9,16,"email","Chrome","Desktop"
2264,2025-05-17 17:55:03,"Control",0,2,51,"facebook","Chrome","Mobile"
2265,2025-05-25 08:28:59,"VariantC",0,6,27,"direct","Chrome","Desktop"
2266,2025-05-29 08:23:35,"VariantA",0,4,14,"facebook","Chrome","Desktop"
2267,2025-05-28 17:51:02,"Control",0,3,21,"twitter","Mobile WebView","Desktop"
2268,2025-05-24 15:47:17,"VariantC",0,4,8,"google","Chrome","Mobile"
2269,2025-06-07 08:35:00,"VariantA",0,5,26,"direct","Safari","Desktop"
2270,2025-06-07 04:05:24,"VariantA",0,4,23,"facebook","Chrome","Mobile"
2271,2025-06-05 17:21:03,"VariantA",0,4,14,"email","Chrome","Desktop"
2272,2025-05-24 16:50:20,"VariantC",0,5,18,"google","Firefox","Mobile"
2273,2025-06-12 16:13:31,"VariantA",0,5,16,"facebook","Chrome","Mobile"
2274,2025-05-24 07:58:33,"VariantC",0,2,21,"email","Chrome","Desktop"
2275,2025-05-20 22:30:17,"VariantA",0,5,18,"twitter","Chrome","Desktop"
2276,2025-05-20 00:30:28,"Control",0,7,41,"google","Safari","Mobile"
2277,2025-06-10 20:22:50,"Control",0,5,17,"facebook","Chrome","Desktop"
2278,2025-05-20 20:30:42,"Control",0,6,9,"email","Mobile WebView","Mobile"
2279,2025-05-21 20:42:17,"VariantA",0,7,12,"direct","Firefox","Desktop"
2280,2025-06-06 11:56:05,"VariantC",0,3,29,"direct","Firefox","Mobile"
2281,2025-06-06 17:15:51,"VariantC",0,4,25,"google","Safari","Desktop"
2282,2025-05-18 16:47:28,"VariantC",0,6,32,"google","Edge","Desktop"
2283,2025-06-13 16:33:09,"VariantA",0,5,38,"twitter","Chrome","Mobile"
2284,2025-06-07 08:25:23,"VariantA",0,5,24,"facebook","Firefox","Desktop"
2285,2025-06-01 09:20:52,"Control",0,5,59,"twitter","Chrome","Desktop"
2286,2025-06-07 10:22:48,"VariantA",0,6,20,"google","Chrome","Desktop"
2287,2025-05-19 22:30:51,"VariantC",0,8,22,"google","Safari","Desktop"
2288,2025-06-13 21:31:38,"Control",0,10,28,"google","Mobile WebView","Mobile"
2289,2025-06-04 11:35:17,"VariantA",0,5,41,"google","Safari","Mobile"
2290,2025-05-27 04:55:49,"VariantC",0,6,31,"google","Edge","Desktop"
2291,2025-05-18 15:34:33,"Control",0,4,10,"twitter","Safari","Mobile"
2292,2025-06-13 13:23:13,"VariantC",0,5,33,"facebook","Safari","Desktop"
2293,2025-06-11 23:13:27,"VariantC",1,8,16,"email","Chrome","Mobile"
2294,2025-06-03 11:43:49,"VariantC",0,8,7,"google","Chrome","Desktop"
2295,2025-06-15 14:01:27,"Control",0,7,28,"email","Firefox","Desktop"
2296,2025-06-03 13:12:24,"Control",0,5,19,"twitter","Chrome","Desktop"
2297,2025-05-26 13:22:39,"VariantC",0,7,12,"facebook","Chrome","Mobile"
2298,2025-05-28 01:25:56,"VariantA",0,8,12,"direct","Mobile WebView","Mobile"
2299,2025-06-03 22:41:50,"VariantC",0,5,28,"direct","Mobile WebView","Mobile"
2300,2025-06-10 01:17:54,"Control",0,7,17,"direct","Safari","Mobile"
2301,2025-06-15 14:42:44,"Control",0,6,30,"google","Edge","Desktop"
2302,2025-06-02 05:49:47,"Control",0,5,19,"twitter","Safari","Mobile"
2303,2025-06-16 04:02:17,"Control",0,5,13,"direct","Mobile WebView","Desktop"
2304,2025-05-17 10:23:52,"Control",0,3,24,"google","Chrome","Mobile"
2305,2025-05-29 11:23:07,"VariantC",0,7,6,"google","Firefox","Mobile"
2306,2025-06-14 03:13:46,"VariantC",0,5,22,"facebook","Mobile WebView","Desktop"
2307,2025-06-09 22:45:34,"VariantC",0,4,13,"google","Firefox","Mobile"
2308,2025-06-15 18:25:20,"VariantC",0,6,24,"facebook","Chrome","Desktop"
2309,2025-06-11 11:45:13,"VariantA",0,6,19,"google","Chrome","Desktop"
2310,2025-05-19 23:27:05,"VariantC",0,6,31,"facebook","Chrome","Desktop"
2311,2025-05-27 14:38:52,"VariantC",0,12,33,"google","Chrome","Mobile"
2312,2025-05-29 07:06:16,"Control",0,7,13,"google","Chrome","Desktop"
2313,2025-06-05 19:49:54,"Control",0,4,33,"twitter","Chrome","Desktop"
2314,2025-05-28 22:45:40,"VariantA",0,9,10,"google","Edge","Desktop"
2315,2025-06-14 17:41:16,"Control",0,6,36,"google","Firefox","Desktop"
2316,2025-05-22 22:37:59,"VariantC",0,10,38,"email","Chrome","Desktop"
2317,2025-05-30 21:23:49,"VariantA",0,9,15,"google","Safari","Desktop"
2318,2025-05-19 00:08:43,"Control",0,6,33,"google","Safari","Mobile"
2319,2025-06-05 16:19:25,"VariantC",0,1,13,"direct","Chrome","Desktop"
2320,2025-05-28 13:27:06,"Control",0,7,43,"google","Chrome","Mobile"
2321,2025-05-21 22:02:02,"Control",0,5,9,"twitter","Chrome","Desktop"
2322,2025-05-19 10:44:43,"VariantC",0,8,15,"twitter","Chrome","Desktop"
2323,2025-06-06 16:35:28,"VariantC",0,6,16,"google","Chrome","Desktop"
2324,2025-06-14 03:02:22,"VariantA",0,5,19,"facebook","Chrome","Desktop"
2325,2025-06-15 14:04:04,"Control",0,5,29,"google","Chrome","Mobile"
2326,2025-05-19 12:05:47,"VariantC",0,9,28,"google","Edge","Desktop"
2327,2025-05-30 15:15:49,"VariantC",0,5,22,"google","Edge","Desktop"
2328,2025-05-24 22:15:57,"VariantA",0,4,26,"email","Firefox","Desktop"
2329,2025-06-11 17:18:13,"VariantC",0,11,16,"direct","Chrome","Desktop"
2330,2025-05-31 21:44:17,"VariantC",0,8,11,"direct","Chrome","Desktop"
2331,2025-05-19 20:47:45,"VariantC",0,5,19,"direct","Chrome","Mobile"
2332,2025-06-14 01:31:07,"Control",0,11,12,"google","Chrome","Desktop"
2333,2025-05-26 17:08:27,"VariantA",0,8,32,"facebook","Chrome","Desktop"
2334,2025-05-23 00:23:56,"VariantC",0,6,34,"google","Chrome","Mobile"
2335,2025-05-31 16:46:29,"VariantC",0,8,14,"email","Chrome","Desktop"
2336,2025-05-22 12:24:05,"VariantA",0,10,21,"direct","Chrome","Mobile"
2337,2025-05-21 13:15:14,"VariantC",1,3,6,"facebook","Safari","Mobile"
2338,2025-05-29 02:10:22,"Control",0,5,13,"google","Chrome","Desktop"
2339,2025-05-26 04:08:33,"Control",0,6,13,"google","Chrome","Desktop"
2340,2025-06-11 15:58:40,"VariantC",0,3,12,"google","Mobile WebView","Desktop"
2341,2025-06-09 01:57:45,"VariantA",0,4,15,"facebook","Chrome","Desktop"
2342,2025-05-21 18:40:42,"VariantA",0,8,13,"google","Chrome","Desktop"
2343,2025-06-10 05:01:33,"Control",0,9,27,"facebook","Chrome","Mobile"
2344,2025-06-01 21:32:49,"Control",0,9,10,"email","Chrome","Desktop"
2345,2025-05-23 11:07:56,"Control",0,10,35,"email","Safari","Desktop"
2346,2025-05-23 10:44:42,"VariantC",0,6,47,"facebook","Edge","Mobile"
2347,2025-05-20 15:37:45,"Control",0,6,34,"google","Firefox","Desktop"
2348,2025-05-31 13:07:51,"Control",0,5,35,"google","Chrome","Desktop"
2349,2025-06-12 00:16:45,"VariantC",0,7,17,"twitter","Chrome","Mobile"
2350,2025-06-01 19:54:43,"VariantA",0,8,50,"google","Firefox","Desktop"
2351,2025-06-09 18:33:24,"VariantC",0,5,11,"facebook","Chrome","Mobile"
2352,2025-06-02 01:25:15,"VariantA",0,12,15,"direct","Chrome","Mobile"
2353,2025-06-08 20:59:45,"VariantC",0,9,12,"direct","Safari","Mobile"
2354,2025-06-12 17:14:51,"VariantC",0,6,38,"twitter","Mobile WebView","Desktop"
2355,2025-06-11 08:46:22,"VariantC",0,11,25,"direct","Chrome","Desktop"
2356,2025-06-06 04:36:51,"Control",0,3,15,"facebook","Firefox","Desktop"
2357,2025-05-24 07:52:09,"VariantA",0,11,21,"direct","Chrome","Mobile"
2358,2025-05-17 11:10:40,"VariantC",0,1,33,"email","Edge","Mobile"
2359,2025-05-31 04:58:23,"Control",0,3,14,"email","Chrome","Mobile"
2360,2025-06-04 02:59:24,"VariantC",0,4,17,"google","Chrome","Desktop"
2361,2025-05-26 19:27:26,"VariantC",0,2,15,"google","Firefox","Mobile"
2362,2025-05-19 23:26:05,"VariantC",0,6,24,"twitter","Safari","Desktop"
2363,2025-05-26 15:34:09,"Control",0,8,16,"google","Chrome","Desktop"
2364,2025-06-07 19:02:09,"VariantC",0,8,35,"google","Firefox","Desktop"
2365,2025-05-20 10:35:53,"Control",0,6,21,"email","Chrome","Desktop"
2366,2025-06-09 22:41:15,"VariantC",0,6,27,"twitter","Chrome","Mobile"
2367,2025-05-31 23:45:34,"VariantC",0,2,30,"direct","Firefox","Mobile"
2368,2025-06-11 06:30:35,"VariantC",0,4,10,"facebook","Chrome","Mobile"
2369,2025-06-09 02:46:48,"Control",0,11,37,"facebook","Firefox","Mobile"
2370,2025-05-18 13:54:03,"Control",0,10,39,"google","Chrome","Mobile"
2371,2025-06-05 19:52:05,"VariantC",0,7,21,"facebook","Chrome","Mobile"
2372,2025-05-29 03:52:38,"Control",0,6,12,"twitter","Edge","Mobile"
2373,2025-06-13 14:06:11,"VariantA",0,13,15,"google","Safari","Desktop"
2374,2025-06-12 04:02:45,"VariantC",0,6,22,"direct","Chrome","Mobile"
2375,2025-06-02 15:04:14,"Control",0,7,41,"facebook","Firefox","Mobile"
2376,2025-05-31 22:46:42,"Control",0,6,14,"google","Chrome","Mobile"
2377,2025-06-15 08:53:22,"Control",0,10,15,"direct","Edge","Mobile"
2378,2025-06-13 23:41:30,"VariantC",0,6,21,"google","Safari","Mobile"
2379,2025-05-30 20:16:22,"VariantC",0,7,22,"google","Chrome","Mobile"
2380,2025-06-14 13:04:19,"VariantC",0,7,36,"google","Chrome","Mobile"
2381,2025-06-01 17:04:28,"VariantA",0,3,29,"facebook","Firefox","Mobile"
2382,2025-06-10 13:13:46,"Control",0,11,15,"google","Chrome","Mobile"
2383,2025-06-12 07:34:38,"VariantA",0,13,14,"google","Chrome","Desktop"
2384,2025-06-09 23:41:14,"VariantA",0,5,44,"google","Chrome","Desktop"
2385,2025-05-26 15:33:15,"VariantC",0,7,44,"email","Safari","Mobile"
2386,2025-05-28 09:28:03,"VariantC",0,4,14,"direct","Chrome","Mobile"
2387,2025-05-27 15:06:57,"VariantA",0,8,27,"email","Chrome","Mobile"
2388,2025-06-07 20:31:22,"VariantC",0,9,12,"twitter","Chrome","Desktop"
2389,2025-06-06 04:09:07,"Control",0,6,16,"facebook","Chrome","Mobile"
2390,2025-06-07 15:39:12,"VariantC",0,5,30,"facebook","Edge","Mobile"
2391,2025-06-15 12:01:26,"Control",0,7,14,"email","Chrome","Mobile"
2392,2025-05-29 19:41:26,"VariantA",0,5,59,"facebook","Edge","Mobile"
2393,2025-05-20 17:51:50,"Control",0,5,28,"twitter","Chrome","Desktop"
2394,2025-05-25 02:21:17,"VariantA",0,7,14,"facebook","Chrome","Mobile"
2395,2025-05-20 12:08:45,"VariantC",1,3,47,"facebook","Chrome","Mobile"
2396,2025-05-18 15:42:59,"Control",0,4,28,"email","Chrome","Mobile"
2397,2025-05-20 09:51:24,"Control",0,6,18,"google","Firefox","Mobile"
2398,2025-05-24 01:49:22,"Control",0,6,21,"email","Safari","Desktop"
2399,2025-06-08 03:45:10,"Control",0,2,20,"direct","Chrome","Mobile"
2400,2025-05-21 14:14:49,"VariantC",0,7,28,"email","Safari","Mobile"
2401,2025-05-30 19:09:49,"Control",0,4,13,"google","Chrome","Mobile"
2402,2025-05-18 13:32:16,"VariantA",0,7,68,"google","Firefox","Desktop"
2403,2025-05-30 15:11:59,"Control",0,9,12,"direct","Chrome","Mobile"
2404,2025-05-21 03:47:17,"VariantC",0,7,16,"google","Edge","Mobile"
2405,2025-06-07 20:18:38,"VariantC",0,5,28,"direct","Chrome","Desktop"
2406,2025-05-28 00:06:10,"VariantC",0,4,6,"google","Safari","Mobile"
2407,2025-05-30 04:46:47,"VariantC",0,7,30,"google","Chrome","Mobile"
2408,2025-05-25 18:55:22,"Control",0,5,29,"facebook","Safari","Mobile"
2409,2025-06-09 05:03:45,"VariantA",0,5,18,"twitter","Mobile WebView","Mobile"
2410,2025-06-10 17:09:12,"Control",0,5,48,"email","Firefox","Mobile"
2411,2025-06-11 00:50:04,"VariantA",0,6,31,"google","Safari","Mobile"
2412,2025-06-11 15:32:16,"VariantA",0,5,75,"google","Chrome","Desktop"
2413,2025-06-05 10:39:22,"VariantC",0,2,23,"direct","Safari","Mobile"
2414,2025-05-20 02:47:01,"VariantA",0,6,16,"google","Safari","Desktop"
2415,2025-05-29 21:29:14,"Control",0,6,30,"email","Chrome","Desktop"
2416,2025-05-28 05:26:49,"VariantC",0,9,10,"google","Safari","Mobile"
2417,2025-05-29 03:27:40,"Control",0,6,10,"google","Firefox","Desktop"
2418,2025-06-06 18:56:06,"VariantC",0,9,20,"google","Edge","Mobile"
2419,2025-06-05 20:14:25,"Control",0,13,47,"google","Chrome","Mobile"
2420,2025-06-12 22:37:19,"VariantA",0,7,8,"email","Safari","Mobile"
2421,2025-05-31 07:51:18,"VariantC",0,5,43,"facebook","Mobile WebView","Mobile"
2422,2025-05-24 13:27:10,"VariantA",0,6,22,"facebook","Firefox","Mobile"
2423,2025-05-31 15:47:38,"VariantC",0,7,32,"google","Chrome","Mobile"
2424,2025-06-04 23:07:10,"VariantA",0,7,32,"direct","Safari","Mobile"
2425,2025-06-10 13:58:25,"VariantA",0,7,27,"email","Firefox","Mobile"
2426,2025-05-27 14:58:53,"VariantA",0,9,11,"twitter","Safari","Mobile"
2427,2025-06-06 04:50:49,"VariantC",0,6,17,"google","Chrome","Mobile"
2428,2025-05-22 18:04:46,"VariantA",0,4,34,"google","Safari","Mobile"
2429,2025-05-27 00:08:35,"VariantA",0,6,44,"google","Safari","Desktop"
2430,2025-06-04 02:13:43,"VariantC",0,6,14,"google","Chrome","Mobile"
2431,2025-06-04 21:42:20,"VariantC",0,7,22,"google","Chrome","Mobile"
2432,2025-06-11 12:59:36,"VariantC",0,4,11,"email","Chrome","Desktop"
2433,2025-06-10 13:16:58,"VariantA",0,4,14,"google","Safari","Desktop"
2434,2025-05-22 21:26:21,"VariantC",0,8,13,"direct","Chrome","Mobile"
2435,2025-06-10 18:24:05,"Control",0,4,5,"email","Firefox","Mobile"
2436,2025-06-05 15:25:00,"VariantA",0,5,49,"google","Safari","Mobile"
2437,2025-05-30 11:08:21,"VariantA",0,8,58,"email","Edge","Desktop"
2438,2025-06-12 04:10:42,"VariantA",0,7,27,"email","Mobile WebView","Mobile"
2439,2025-06-04 13:47:47,"VariantC",0,9,40,"facebook","Firefox","Desktop"
2440,2025-05-20 11:06:31,"Control",0,2,37,"google","Chrome","Desktop"
2441,2025-05-22 11:03:44,"Control",0,8,24,"google","Firefox","Desktop"
2442,2025-06-06 19:09:04,"VariantC",0,7,22,"facebook","Chrome","Mobile"
2443,2025-05-19 09:46:43,"Control",0,8,24,"facebook","Chrome","Desktop"
2444,2025-05-24 18:31:38,"VariantA",0,9,25,"google","Chrome","Desktop"
2445,2025-06-14 10:12:45,"Control",0,4,28,"google","Edge","Mobile"
2446,2025-05-18 08:15:27,"Control",0,5,19,"facebook","Firefox","Mobile"
2447,2025-06-04 12:45:43,"VariantC",0,5,24,"google","Mobile WebView","Desktop"
2448,2025-06-09 11:43:53,"Control",0,6,26,"google","Chrome","Desktop"
2449,2025-06-07 22:03:59,"Control",0,4,25,"email","Safari","Mobile"
2450,2025-06-06 01:43:01,"VariantA",0,7,23,"facebook","Chrome","Desktop"
2451,2025-06-06 05:42:08,"VariantA",0,6,30,"email","Chrome","Mobile"
2452,2025-05-21 21:51:16,"VariantC",0,3,8,"google","Edge","Desktop"
2453,2025-06-13 19:23:01,"VariantC",0,9,17,"email","Edge","Desktop"
2454,2025-05-30 09:11:18,"VariantC",0,6,21,"google","Safari","Desktop"
2455,2025-06-05 04:06:39,"VariantC",0,6,18,"google","Chrome","Desktop"
2456,2025-06-01 03:47:01,"VariantC",0,9,14,"google","Safari","Mobile"
2457,2025-06-13 16:09:35,"VariantA",0,7,15,"google","Edge","Desktop"
2458,2025-05-21 14:30:50,"Control",0,8,16,"direct","Firefox","Mobile"
2459,2025-06-14 10:44:55,"VariantA",0,5,13,"facebook","Mobile WebView","Mobile"
2460,2025-06-10 11:22:30,"VariantC",0,9,16,"twitter","Safari","Mobile"
2461,2025-05-29 18:35:51,"VariantC",0,4,9,"facebook","Chrome","Mobile"
2462,2025-05-23 09:42:53,"VariantA",0,5,21,"facebook","Mobile WebView","Mobile"
2463,2025-05-23 02:12:57,"VariantA",0,5,17,"email","Chrome","Desktop"
2464,2025-06-10 18:21:12,"VariantA",0,9,11,"email","Mobile WebView","Mobile"
2465,2025-06-05 11:05:10,"VariantA",0,12,16,"google","Chrome","Desktop"
2466,2025-06-12 08:58:05,"VariantA",0,8,30,"google","Chrome","Desktop"
2467,2025-06-02 12:13:04,"VariantC",1,3,42,"google","Chrome","Desktop"
2468,2025-05-18 10:17:10,"VariantC",0,9,33,"direct","Firefox","Desktop"
2469,2025-06-13 10:27:42,"VariantA",0,6,20,"google","Safari","Mobile"
2470,2025-06-03 09:24:10,"VariantC",0,8,10,"twitter","Edge","Desktop"
2471,2025-06-09 10:25:46,"Control",0,6,13,"facebook","Chrome","Desktop"
2472,2025-05-23 23:17:07,"Control",0,7,9,"direct","Safari","Desktop"
2473,2025-06-09 23:20:55,"VariantC",0,5,39,"twitter","Firefox","Desktop"
2474,2025-06-10 15:09:31,"VariantA",0,3,15,"twitter","Chrome","Mobile"
2475,2025-06-05 02:27:19,"Control",1,7,10,"direct","Safari","Mobile"
2476,2025-06-08 18:52:47,"VariantC",0,3,23,"google","Edge","Mobile"
2477,2025-06-05 06:01:13,"VariantA",0,4,11,"facebook","Firefox","Desktop"
2478,2025-06-05 17:27:01,"VariantC",0,2,19,"email","Chrome","Desktop"
2479,2025-05-17 11:26:26,"Control",0,10,16,"facebook","Chrome","Desktop"
2480,2025-05-19 02:04:12,"VariantA",0,6,27,"google","Firefox","Desktop"
