"Timestamp","UserID","UserPersona","PageVisited","Action","TrafficSource","DeviceType","Browser","Location","TimeOnPage_Sec","PurchaseValue"
2025-06-01 03:15:00,"User_237","Tech Enthusiast","SupportPage","FormSubmit","Paid Search","Desktop","Safari","Sydney",145,NA
2025-06-01 03:15:00,"User_285","Tech Enthusiast","Product_Headphones_Y","View","Social Media","Mobile","Chrome","Tokyo",6,NA
2025-06-01 03:15:00,"User_290","Budget Shopper","AboutUs","EmailOpen","Paid Search","Mobile","Edge","Mumbai",39,NA
2025-06-01 03:15:00,"User_293","Loyal Customer","Blog_Post_Fashion","AddToCart","Organic Search","Mobile","Chrome","Sydney",173,NA
2025-06-01 03:15:00,"User_296","Loyal Customer","Blog_Post_AI","EmailClick","Direct","Mobile","Firefox","New York",46,NA
2025-06-01 03:15:00,"User_360","Fashion Buyer","ContactUs","View","Social Media","Desktop","Chrome","Sydney",442,NA
2025-06-01 03:15:00,"User_459","Casual Browser","Category_Electronics","AddToCart","Organic Search","Mobile","Chrome","Tokyo",80,NA
2025-06-01 03:16:00,"User_149","Casual Browser","AboutUs","Unsubscribe","Organic Search","Mobile","Safari","Tokyo",NA,NA
2025-06-01 03:16:00,"User_189","Casual Browser","Blog_Post_Fashion","AddToCart","Paid Search","Desktop","Safari","Mumbai",123,NA
2025-06-01 03:16:00,"User_197","Loyal Customer","Product_Jeans_SlimFit","EmailClick","Organic Search","Mobile","Chrome","Berlin",46,NA
2025-06-01 03:16:00,"User_303","Budget Shopper","Product_Laptop_X","AddToCart","Referral","Desktop","Safari","Sydney",48,NA
2025-06-01 03:16:00,"User_346","Loyal Customer","Product_Dress_Evening","Purchase","Social Media","Desktop","Chrome","Berlin",149,416.93
2025-06-01 03:16:00,"User_410","Casual Browser","Category_Apparel","FormSubmit","Social Media","Mobile","Chrome","Dubai",86,NA
2025-06-01 03:16:00,"User_493","Loyal Customer","Product_Dress_Evening","View","Paid Search","Mobile","Edge","London",7,NA
2025-06-01 03:17:00,"User_135","Casual Browser","Product_Smartwatch_Z","FormSubmit","Social Media","Mobile","Safari","Paris",97,NA
2025-06-01 03:17:00,"User_178","Budget Shopper","Product_Laptop_X","View","Paid Search","Desktop","Chrome","Sydney",210,NA
2025-06-01 03:17:00,"User_203","Loyal Customer","Product_Jeans_SlimFit","FormSubmit","Direct","Mobile","Chrome","Berlin",182,NA
2025-06-01 03:17:00,"User_206","Fashion Buyer","Product_Sneakers_Pro","EmailClick","Paid Search","Mobile","Safari","Berlin",52,NA
2025-06-01 03:17:00,"User_279","Budget Shopper","Product_Sneakers_Pro","EmailClick","Organic Search","Desktop","Firefox","Tokyo",26,NA
2025-06-01 03:17:00,"User_30","Budget Shopper","Blog_Post_AI","Unsubscribe","Organic Search","Mobile","Chrome","New York",NA,NA
2025-06-01 03:17:00,"User_308","Tech Enthusiast","Product_Sneakers_Pro","AddToCart","Paid Search","Mobile","Chrome","Sydney",40,NA
2025-06-01 03:17:00,"User_367","Tech Enthusiast","Product_Sneakers_Pro","AddToCart","Email Campaign","Mobile","Edge","New York",127,NA
2025-06-01 03:17:00,"User_434","Tech Enthusiast","Product_Headphones_Y","View","Paid Search","Desktop","Safari","Sydney",322,NA
2025-06-01 03:17:00,"User_60","Casual Browser","Homepage","AddToCart","Direct","Tablet","Chrome","Sydney",67,NA
2025-06-01 03:18:00,"User_118","Casual Browser","Product_Headphones_Y","FormSubmit","Email Campaign","Mobile","Chrome","New York",299,NA
2025-06-01 03:18:00,"User_122","Tech Enthusiast","SupportPage","AddToCart","Organic Search","Mobile","Chrome","Berlin",136,NA
2025-06-01 03:18:00,"User_234","Fashion Buyer","Category_Electronics","Unsubscribe","Organic Search","Desktop","Chrome","Dubai",NA,NA
2025-06-01 03:18:00,"User_239","Fashion Buyer","ContactUs","EmailOpen","Organic Search","Mobile","Chrome","New York",35,NA
2025-06-01 03:18:00,"User_247","Budget Shopper","Blog_Post_Fashion","Purchase","Paid Search","Mobile","Safari","New York",188,82.44
2025-06-01 03:18:00,"User_280","Loyal Customer","Product_Dress_Evening","View","Paid Search","Mobile","Chrome","Mumbai",508,NA
2025-06-01 03:18:00,"User_391","Tech Enthusiast","Blog_Post_Fashion","EmailClick","Paid Search","Tablet","Chrome","New York",14,NA
2025-06-01 03:18:00,"User_473","Budget Shopper","Product_Jeans_SlimFit","AddToCart","Social Media","Mobile","Firefox","London",168,NA
2025-06-01 03:19:00,"User_153","Fashion Buyer","Blog_Post_AI","Unsubscribe","Organic Search","Mobile","Safari","Sydney",NA,NA
2025-06-01 03:19:00,"User_18","Casual Browser","Blog_Post_Fashion","AddToCart","Paid Search","Mobile","Edge","London",144,NA
2025-06-01 03:19:00,"User_201","Budget Shopper","Category_Electronics","View","Paid Search","Mobile","Firefox","Sydney",177,NA
2025-06-01 03:19:00,"User_202","Tech Enthusiast","Category_Apparel","FormSubmit","Direct","Mobile","Chrome","Sydney",168,NA
2025-06-01 03:19:00,"User_235","Loyal Customer","Product_Jeans_SlimFit","EmailOpen","Organic Search","Mobile","Chrome","Paris",57,NA
2025-06-01 03:19:00,"User_252","Budget Shopper","SupportPage","Unsubscribe","Organic Search","Mobile","Edge","Dubai",NA,NA
2025-06-01 03:19:00,"User_274","Casual Browser","Category_HomeGoods","Unsubscribe","Organic Search","Mobile","Firefox","New York",NA,NA
2025-06-01 03:19:00,"User_388","Loyal Customer","ContactUs","EmailClick","Organic Search","Mobile","Safari","Mumbai",46,NA
2025-06-01 03:19:00,"User_468","Fashion Buyer","AboutUs","Unsubscribe","Direct","Mobile","Firefox","New York",NA,NA
2025-06-01 03:20:00,"User_115","Tech Enthusiast","Product_Headphones_Y","View","Social Media","Mobile","Chrome","New York",417,NA
2025-06-01 03:20:00,"User_209","Casual Browser","Product_Sneakers_Pro","Purchase","Referral","Mobile","Chrome","Sydney",450,105.7
2025-06-01 03:20:00,"User_270","Loyal Customer","Product_Sneakers_Pro","Purchase","Paid Search","Mobile","Chrome","New York",409,38.89
2025-06-01 03:20:00,"User_309","Fashion Buyer","Homepage","EmailOpen","Direct","Desktop","Firefox","Berlin",5,NA
2025-06-01 03:20:00,"User_70","Loyal Customer","Blog_Post_AI","Purchase","Social Media","Desktop","Chrome","Dubai",390,233.33
2025-06-01 03:20:00,"User_80","Casual Browser","Category_Electronics","EmailClick","Paid Search","Desktop","Chrome","New York",11,NA
2025-06-01 03:20:00,"User_82","Tech Enthusiast","Category_Apparel","EmailClick","Organic Search","Mobile","Chrome","Sydney",54,NA
2025-06-01 03:21:00,"User_154","Tech Enthusiast","Category_HomeGoods","AddToCart","Referral","Mobile","Firefox","Dubai",39,NA
2025-06-01 03:21:00,"User_216","Casual Browser","SupportPage","FormSubmit","Social Media","Desktop","Chrome","Dubai",137,NA
2025-06-01 03:21:00,"User_227","Fashion Buyer","Category_Electronics","View","Social Media","Mobile","Firefox","Berlin",253,NA
2025-06-01 03:21:00,"User_25","Fashion Buyer","Blog_Post_Fashion","EmailOpen","Organic Search","Mobile","Edge","Tokyo",45,NA
2025-06-01 03:21:00,"User_27","Fashion Buyer","Homepage","FormSubmit","Paid Search","Tablet","Firefox","London",146,NA
2025-06-01 03:21:00,"User_343","Budget Shopper","Blog_Post_AI","EmailClick","Direct","Mobile","Edge","Sydney",7,NA
2025-06-01 03:21:00,"User_415","Casual Browser","Blog_Post_Fashion","AddToCart","Organic Search","Mobile","Chrome","Sydney",170,NA
2025-06-01 03:21:00,"User_46","Loyal Customer","ContactUs","EmailClick","Email Campaign","Mobile","Safari","Mumbai",23,NA
2025-06-01 03:21:00,"User_461","Fashion Buyer","Product_Smartwatch_Z","View","Direct","Mobile","Chrome","Sydney",264,NA
2025-06-01 03:21:00,"User_481","Casual Browser","SupportPage","AddToCart","Social Media","Mobile","Firefox","London",115,NA
2025-06-01 03:21:00,"User_65","Budget Shopper","Product_Headphones_Y","Unsubscribe","Organic Search","Desktop","Chrome","London",NA,NA
2025-06-01 03:22:00,"User_10","Fashion Buyer","Category_Apparel","View","Organic Search","Tablet","Chrome","Tokyo",242,NA
2025-06-01 03:22:00,"User_160","Tech Enthusiast","Product_Jeans_SlimFit","Unsubscribe","Social Media","Mobile","Chrome","Tokyo",NA,NA
2025-06-01 03:22:00,"User_240","Budget Shopper","Blog_Post_AI","AddToCart","Direct","Desktop","Edge","Sydney",142,NA
2025-06-01 03:22:00,"User_271","Fashion Buyer","Product_Jeans_SlimFit","AddToCart","Social Media","Desktop","Chrome","Berlin",98,NA
2025-06-01 03:22:00,"User_296","Loyal Customer","Product_Headphones_Y","EmailOpen","Social Media","Mobile","Safari","Berlin",60,NA
2025-06-01 03:22:00,"User_357","Tech Enthusiast","Product_Smartwatch_Z","AddToCart","Direct","Mobile","Chrome","Tokyo",32,NA
2025-06-01 03:23:00,"User_127","Tech Enthusiast","SupportPage","Purchase","Paid Search","Desktop","Chrome","Dubai",263,216.54
2025-06-01 03:23:00,"User_219","Casual Browser","Category_Apparel","FormSubmit","Organic Search","Desktop","Safari","Berlin",135,NA
2025-06-01 03:23:00,"User_24","Loyal Customer","Category_HomeGoods","Purchase","Direct","Mobile","Edge","London",259,428.55
2025-06-01 03:23:00,"User_288","Budget Shopper","ContactUs","View","Organic Search","Mobile","Edge","Sydney",582,NA
2025-06-01 03:23:00,"User_314","Tech Enthusiast","Product_Laptop_X","FormSubmit","Paid Search","Mobile","Safari","Dubai",276,NA
2025-06-01 03:23:00,"User_328","Budget Shopper","Category_Apparel","FormSubmit","Organic Search","Desktop","Safari","Dubai",138,NA
2025-06-01 03:23:00,"User_335","Tech Enthusiast","Product_Dress_Evening","Unsubscribe","Organic Search","Desktop","Chrome","New York",NA,NA
2025-06-01 03:23:00,"User_398","Tech Enthusiast","Homepage","EmailClick","Organic Search","Mobile","Chrome","Sydney",33,NA
2025-06-01 03:23:00,"User_400","Casual Browser","Product_Laptop_X","View","Email Campaign","Desktop","Chrome","Paris",305,NA
2025-06-01 03:23:00,"User_51","Fashion Buyer","Homepage","EmailClick","Social Media","Mobile","Chrome","Mumbai",41,NA
2025-06-01 03:23:00,"User_53","Tech Enthusiast","Homepage","EmailClick","Social Media","Mobile","Firefox","Tokyo",40,NA
2025-06-01 03:24:00,"User_12","Tech Enthusiast","Product_Laptop_X","View","Referral","Mobile","Edge","Sydney",312,NA
2025-06-01 03:24:00,"User_179","Budget Shopper","AboutUs","View","Paid Search","Mobile","Chrome","Berlin",72,NA
2025-06-01 03:24:00,"User_233","Loyal Customer","Product_Jeans_SlimFit","Unsubscribe","Organic Search","Mobile","Chrome","London",NA,NA
2025-06-01 03:24:00,"User_259","Budget Shopper","Homepage","EmailOpen","Organic Search","Mobile","Chrome","New York",49,NA
2025-06-01 03:24:00,"User_432","Tech Enthusiast","SupportPage","View","Social Media","Desktop","Firefox","London",274,NA
2025-06-01 03:25:00,"User_123","Fashion Buyer","AboutUs","Purchase","Referral","Desktop","Chrome","London",304,42.2
2025-06-01 03:25:00,"User_249","Fashion Buyer","Blog_Post_AI","EmailClick","Organic Search","Mobile","Chrome","Berlin",16,NA
2025-06-01 03:25:00,"User_316","Tech Enthusiast","Product_Headphones_Y","EmailClick","Paid Search","Desktop","Firefox","New York",31,NA
2025-06-01 03:25:00,"User_322","Loyal Customer","ContactUs","Purchase","Paid Search","Mobile","Chrome","Tokyo",583,384.46
2025-06-01 03:25:00,"User_361","Budget Shopper","Category_Apparel","Unsubscribe","Referral","Desktop","Safari","Paris",NA,NA
2025-06-01 03:25:00,"User_424","Tech Enthusiast","Product_Smartwatch_Z","View","Paid Search","Desktop","Firefox","Paris",266,NA
2025-06-01 03:26:00,"User_191","Casual Browser","Product_Laptop_X","Unsubscribe","Social Media","Mobile","Safari","Berlin",NA,NA
2025-06-01 03:26:00,"User_2","Loyal Customer","SupportPage","View","Social Media","Tablet","Chrome","Berlin",547,NA
2025-06-01 03:26:00,"User_23","Tech Enthusiast","Product_Sneakers_Pro","FormSubmit","Direct","Tablet","Chrome","Dubai",96,NA
2025-06-01 03:26:00,"User_25","Fashion Buyer","SupportPage","Purchase","Social Media","Mobile","Chrome","Tokyo",242,124.45
2025-06-01 03:26:00,"User_290","Budget Shopper","Blog_Post_AI","AddToCart","Organic Search","Mobile","Firefox","Berlin",86,NA
2025-06-01 03:26:00,"User_371","Loyal Customer","Blog_Post_AI","View","Paid Search","Desktop","Chrome","London",396,NA
2025-06-01 03:26:00,"User_409","Casual Browser","Product_Dress_Evening","Purchase","Organic Search","Mobile","Chrome","New York",244,131.92
2025-06-01 03:26:00,"User_428","Budget Shopper","Category_HomeGoods","AddToCart","Social Media","Mobile","Chrome","New York",123,NA
2025-06-01 03:26:00,"User_464","Tech Enthusiast","Product_Smartwatch_Z","AddToCart","Email Campaign","Desktop","Chrome","Sydney",123,NA
2025-06-01 03:26:00,"User_73","Casual Browser","ContactUs","Unsubscribe","Organic Search","Desktop","Edge","Mumbai",NA,NA
2025-06-01 03:27:00,"User_100","Fashion Buyer","Blog_Post_Fashion","View","Social Media","Desktop","Edge","Mumbai",30,NA
2025-06-01 03:27:00,"User_256","Fashion Buyer","ContactUs","AddToCart","Organic Search","Desktop","Chrome","Sydney",109,NA
2025-06-01 03:27:00,"User_313","Casual Browser","Category_Apparel","View","Social Media","Mobile","Safari","Mumbai",245,NA
2025-06-01 03:27:00,"User_421","Fashion Buyer","Product_Laptop_X","Unsubscribe","Organic Search","Desktop","Safari","Berlin",NA,NA
2025-06-01 03:28:00,"User_230","Tech Enthusiast","Blog_Post_Fashion","FormSubmit","Paid Search","Mobile","Chrome","Sydney",144,NA
2025-06-01 03:28:00,"User_347","Loyal Customer","Product_Laptop_X","Purchase","Organic Search","Mobile","Chrome","London",528,193.93
2025-06-01 03:28:00,"User_35","Loyal Customer","Blog_Post_Fashion","View","Organic Search","Desktop","Chrome","Berlin",404,NA
2025-06-01 03:28:00,"User_465","Budget Shopper","Category_HomeGoods","Unsubscribe","Paid Search","Mobile","Chrome","New York",NA,NA
2025-06-01 03:28:00,"User_47","Loyal Customer","Category_HomeGoods","Purchase","Direct","Mobile","Chrome","Berlin",494,408.78
2025-06-01 03:28:00,"User_496","Casual Browser","AboutUs","EmailOpen","Organic Search","Tablet","Firefox","Sydney",41,NA
2025-06-01 03:28:00,"User_71","Tech Enthusiast","SupportPage","FormSubmit","Organic Search","Mobile","Safari","Berlin",109,NA
2025-06-01 03:29:00,"User_169","Fashion Buyer","Product_Sneakers_Pro","View","Paid Search","Mobile","Safari","Tokyo",113,NA
2025-06-01 03:29:00,"User_170","Loyal Customer","Product_Dress_Evening","Purchase","Organic Search","Mobile","Chrome","Sydney",303,97.05
2025-06-01 03:29:00,"User_193","Tech Enthusiast","Product_Headphones_Y","AddToCart","Direct","Mobile","Safari","Dubai",78,NA
2025-06-01 03:29:00,"User_206","Fashion Buyer","Product_Headphones_Y","View","Paid Search","Mobile","Chrome","Paris",304,NA
2025-06-01 03:29:00,"User_214","Budget Shopper","Product_Laptop_X","EmailClick","Organic Search","Mobile","Chrome","Sydney",32,NA
2025-06-01 03:29:00,"User_377","Tech Enthusiast","Product_Sneakers_Pro","FormSubmit","Organic Search","Desktop","Chrome","Mumbai",172,NA
2025-06-01 03:29:00,"User_5","Fashion Buyer","Product_Headphones_Y","Purchase","Direct","Desktop","Chrome","Sydney",353,367.49
2025-06-01 03:29:00,"User_58","Casual Browser","Product_Dress_Evening","Unsubscribe","Social Media","Mobile","Chrome","New York",NA,NA
2025-06-01 03:29:00,"User_66","Casual Browser","SupportPage","EmailOpen","Social Media","Mobile","Edge","Sydney",45,NA
2025-06-01 03:30:00,"User_106","Budget Shopper","Product_Dress_Evening","Unsubscribe","Organic Search","Desktop","Chrome","Berlin",NA,NA
2025-06-01 03:30:00,"User_162","Fashion Buyer","ContactUs","FormSubmit","Organic Search","Desktop","Edge","New York",254,NA
2025-06-01 03:30:00,"User_281","Loyal Customer","AboutUs","FormSubmit","Social Media","Mobile","Chrome","Mumbai",153,NA
2025-06-01 03:30:00,"User_460","Tech Enthusiast","Blog_Post_Fashion","Unsubscribe","Direct","Desktop","Chrome","New York",NA,NA
2025-06-01 03:30:00,"User_51","Fashion Buyer","Category_Apparel","AddToCart","Direct","Mobile","Chrome","London",49,NA
2025-06-01 03:30:00,"User_88","Tech Enthusiast","Blog_Post_Fashion","Unsubscribe","Social Media","Desktop","Safari","Sydney",NA,NA
2025-06-01 03:31:00,"User_13","Tech Enthusiast","Category_Apparel","EmailClick","Organic Search","Mobile","Chrome","Sydney",17,NA
2025-06-01 03:31:00,"User_173","Budget Shopper","Category_Apparel","FormSubmit","Email Campaign","Desktop","Firefox","Dubai",219,NA
2025-06-01 03:31:00,"User_213","Tech Enthusiast","ContactUs","Purchase","Organic Search","Mobile","Chrome","Paris",152,34.7
2025-06-01 03:31:00,"User_304","Casual Browser","ContactUs","Unsubscribe","Organic Search","Mobile","Safari","Sydney",NA,NA
2025-06-01 03:31:00,"User_433","Tech Enthusiast","Product_Jeans_SlimFit","Purchase","Direct","Desktop","Safari","New York",46,250.92
2025-06-01 03:32:00,"User_128","Fashion Buyer","Blog_Post_AI","EmailClick","Organic Search","Mobile","Chrome","London",13,NA
2025-06-01 03:32:00,"User_144","Budget Shopper","Blog_Post_Fashion","FormSubmit","Referral","Mobile","Chrome","Mumbai",141,NA
2025-06-01 03:32:00,"User_251","Budget Shopper","Product_Dress_Evening","AddToCart","Paid Search","Desktop","Chrome","Berlin",88,NA
2025-06-01 03:32:00,"User_309","Fashion Buyer","Product_Headphones_Y","Purchase","Paid Search","Mobile","Chrome","Tokyo",35,409.04
2025-06-01 03:32:00,"User_310","Budget Shopper","Category_Electronics","AddToCart","Direct","Mobile","Chrome","Sydney",93,NA
2025-06-01 03:32:00,"User_396","Tech Enthusiast","Blog_Post_Fashion","EmailOpen","Organic Search","Mobile","Chrome","Dubai",14,NA
2025-06-01 03:32:00,"User_467","Budget Shopper","Homepage","View","Referral","Mobile","Chrome","London",12,NA
2025-06-01 03:32:00,"User_474","Loyal Customer","Product_Sneakers_Pro","EmailClick","Organic Search","Mobile","Edge","Paris",52,NA
2025-06-01 03:33:00,"User_284","Tech Enthusiast","Category_Apparel","AddToCart","Paid Search","Mobile","Chrome","Sydney",94,NA
2025-06-01 03:33:00,"User_303","Budget Shopper","Product_Jeans_SlimFit","Purchase","Social Media","Mobile","Chrome","Paris",177,171.14
2025-06-01 03:33:00,"User_312","Loyal Customer","Blog_Post_AI","EmailClick","Paid Search","Tablet","Firefox","Mumbai",52,NA
2025-06-01 03:33:00,"User_354","Casual Browser","Product_Jeans_SlimFit","View","Social Media","Mobile","Edge","Tokyo",498,NA
2025-06-01 03:33:00,"User_355","Fashion Buyer","AboutUs","AddToCart","Direct","Desktop","Safari","Sydney",140,NA
2025-06-01 03:33:00,"User_369","Fashion Buyer","Blog_Post_Fashion","AddToCart","Paid Search","Desktop","Chrome","Paris",120,NA
2025-06-01 03:33:00,"User_424","Tech Enthusiast","ContactUs","AddToCart","Paid Search","Desktop","Firefox","Paris",113,NA
2025-06-01 03:33:00,"User_497","Loyal Customer","Product_Smartwatch_Z","Purchase","Paid Search","Mobile","Firefox","Tokyo",325,452.19
2025-06-01 03:34:00,"User_104","Loyal Customer","Blog_Post_Fashion","Purchase","Referral","Mobile","Chrome","Tokyo",198,33.52
2025-06-01 03:34:00,"User_132","Budget Shopper","Product_Headphones_Y","Purchase","Paid Search","Mobile","Chrome","London",218,66.87
2025-06-01 03:34:00,"User_142","Budget Shopper","Blog_Post_Fashion","Purchase","Organic Search","Mobile","Chrome","Mumbai",146,91.06
2025-06-01 03:34:00,"User_180","Fashion Buyer","Blog_Post_Fashion","View","Paid Search","Mobile","Edge","Mumbai",278,NA
2025-06-01 03:34:00,"User_203","Loyal Customer","Product_Jeans_SlimFit","Purchase","Organic Search","Mobile","Chrome","Mumbai",152,32.86
2025-06-01 03:34:00,"User_244","Budget Shopper","Blog_Post_AI","Purchase","Referral","Mobile","Firefox","Berlin",403,175.52
2025-06-01 03:34:00,"User_260","Fashion Buyer","Product_Laptop_X","View","Paid Search","Mobile","Chrome","Dubai",523,NA
2025-06-01 03:34:00,"User_262","Tech Enthusiast","Product_Dress_Evening","AddToCart","Direct","Tablet","Safari","Berlin",85,NA
2025-06-01 03:34:00,"User_31","Loyal Customer","Product_Dress_Evening","Purchase","Organic Search","Mobile","Edge","London",414,247.39
2025-06-01 03:34:00,"User_329","Casual Browser","Blog_Post_AI","EmailOpen","Organic Search","Tablet","Firefox","London",34,NA
2025-06-01 03:34:00,"User_385","Budget Shopper","Blog_Post_AI","FormSubmit","Direct","Mobile","Safari","Berlin",280,NA
2025-06-01 03:34:00,"User_404","Tech Enthusiast","Blog_Post_AI","View","Organic Search","Mobile","Edge","Paris",12,NA
2025-06-01 03:34:00,"User_493","Loyal Customer","SupportPage","FormSubmit","Paid Search","Mobile","Firefox","Dubai",209,NA
2025-06-01 03:35:00,"User_108","Fashion Buyer","Category_Apparel","View","Paid Search","Tablet","Safari","New York",28,NA
2025-06-01 03:35:00,"User_111","Casual Browser","Product_Jeans_SlimFit","Unsubscribe","Organic Search","Mobile","Chrome","London",NA,NA
2025-06-01 03:35:00,"User_165","Casual Browser","Blog_Post_AI","AddToCart","Referral","Mobile","Chrome","London",104,NA
2025-06-01 03:35:00,"User_205","Loyal Customer","Homepage","View","Paid Search","Desktop","Chrome","Paris",320,NA
2025-06-01 03:35:00,"User_378","Budget Shopper","SupportPage","Purchase","Direct","Mobile","Chrome","Paris",331,187.16
2025-06-01 03:35:00,"User_477","Loyal Customer","Category_Electronics","EmailOpen","Direct","Mobile","Edge","Mumbai",18,NA
2025-06-01 03:35:00,"User_48","Loyal Customer","Product_Jeans_SlimFit","FormSubmit","Paid Search","Mobile","Firefox","London",153,NA
2025-06-01 03:35:00,"User_500","Casual Browser","Category_Apparel","Unsubscribe","Direct","Desktop","Edge","Dubai",NA,NA
2025-06-01 03:36:00,"User_134","Fashion Buyer","Homepage","FormSubmit","Paid Search","Mobile","Chrome","Dubai",85,NA
2025-06-01 03:36:00,"User_261","Loyal Customer","Category_Electronics","Unsubscribe","Organic Search","Mobile","Chrome","New York",NA,NA
2025-06-01 03:36:00,"User_270","Loyal Customer","Category_HomeGoods","EmailOpen","Paid Search","Desktop","Chrome","Tokyo",45,NA
2025-06-01 03:36:00,"User_295","Fashion Buyer","Product_Smartwatch_Z","EmailClick","Email Campaign","Mobile","Chrome","Paris",18,NA
2025-06-01 03:36:00,"User_37","Budget Shopper","Product_Jeans_SlimFit","FormSubmit","Organic Search","Desktop","Edge","Dubai",217,NA
2025-06-01 03:36:00,"User_446","Budget Shopper","Product_Headphones_Y","AddToCart","Direct","Mobile","Chrome","London",110,NA
2025-06-01 03:37:00,"User_136","Tech Enthusiast","Product_Sneakers_Pro","Unsubscribe","Email Campaign","Mobile","Firefox","Berlin",NA,NA
2025-06-01 03:37:00,"User_229","Budget Shopper","Product_Dress_Evening","EmailClick","Paid Search","Mobile","Safari","Dubai",37,NA
2025-06-01 03:37:00,"User_327","Fashion Buyer","Product_Smartwatch_Z","EmailClick","Social Media","Mobile","Chrome","Paris",45,NA
2025-06-01 03:37:00,"User_382","Casual Browser","Category_HomeGoods","AddToCart","Organic Search","Mobile","Edge","New York",143,NA
2025-06-01 03:37:00,"User_4","Casual Browser","Blog_Post_AI","View","Organic Search","Desktop","Chrome","Paris",501,NA
2025-06-01 03:37:00,"User_427","Tech Enthusiast","Product_Sneakers_Pro","Unsubscribe","Paid Search","Tablet","Edge","Paris",NA,NA
2025-06-01 03:37:00,"User_56","Casual Browser","Category_Electronics","Purchase","Paid Search","Mobile","Chrome","Tokyo",389,454.5
2025-06-01 03:38:00,"User_122","Tech Enthusiast","Blog_Post_AI","AddToCart","Organic Search","Desktop","Chrome","London",105,NA
2025-06-01 03:38:00,"User_181","Budget Shopper","AboutUs","AddToCart","Social Media","Mobile","Safari","Mumbai",152,NA
2025-06-01 03:38:00,"User_190","Fashion Buyer","Product_Dress_Evening","FormSubmit","Social Media","Mobile","Edge","New York",133,NA
2025-06-01 03:38:00,"User_208","Budget Shopper","Homepage","View","Social Media","Desktop","Safari","Tokyo",245,NA
2025-06-01 03:38:00,"User_234","Fashion Buyer","AboutUs","Purchase","Organic Search","Desktop","Chrome","Paris",188,85.04
2025-06-01 03:38:00,"User_305","Tech Enthusiast","Product_Sneakers_Pro","Purchase","Organic Search","Tablet","Firefox","Tokyo",395,286.49
2025-06-01 03:38:00,"User_344","Budget Shopper","Product_Laptop_X","AddToCart","Paid Search","Desktop","Chrome","Berlin",35,NA
2025-06-01 03:38:00,"User_360","Fashion Buyer","Product_Dress_Evening","FormSubmit","Organic Search","Mobile","Firefox","Dubai",147,NA
2025-06-01 03:38:00,"User_366","Loyal Customer","SupportPage","FormSubmit","Organic Search","Desktop","Safari","Sydney",90,NA
2025-06-01 03:38:00,"User_66","Casual Browser","Product_Jeans_SlimFit","EmailOpen","Paid Search","Mobile","Chrome","Mumbai",18,NA
2025-06-01 03:39:00,"User_140","Loyal Customer","Product_Laptop_X","Purchase","Organic Search","Mobile","Chrome","Mumbai",172,304.76
2025-06-01 03:39:00,"User_194","Casual Browser","Product_Smartwatch_Z","Purchase","Paid Search","Tablet","Edge","Berlin",558,288.18
2025-06-01 03:39:00,"User_195","Tech Enthusiast","ContactUs","View","Social Media","Mobile","Chrome","Paris",156,NA
2025-06-01 03:39:00,"User_395","Fashion Buyer","Blog_Post_AI","View","Email Campaign","Desktop","Chrome","Tokyo",27,NA
2025-06-01 03:39:00,"User_402","Budget Shopper","Category_HomeGoods","View","Organic Search","Mobile","Edge","Paris",294,NA
2025-06-01 03:39:00,"User_487","Fashion Buyer","Product_Laptop_X","EmailOpen","Organic Search","Mobile","Chrome","Sydney",45,NA
2025-06-01 03:39:00,"User_59","Fashion Buyer","ContactUs","FormSubmit","Organic Search","Tablet","Edge","London",62,NA
2025-06-01 03:39:00,"User_72","Budget Shopper","Category_Electronics","AddToCart","Social Media","Mobile","Chrome","New York",89,NA
2025-06-01 03:39:00,"User_95","Casual Browser","Product_Sneakers_Pro","FormSubmit","Direct","Mobile","Chrome","Paris",98,NA
2025-06-01 03:40:00,"User_231","Fashion Buyer","Product_Headphones_Y","FormSubmit","Organic Search","Mobile","Safari","Dubai",190,NA
2025-06-01 03:40:00,"User_278","Loyal Customer","Product_Headphones_Y","Purchase","Paid Search","Mobile","Chrome","New York",67,323.48
2025-06-01 03:40:00,"User_313","Casual Browser","Blog_Post_Fashion","FormSubmit","Direct","Mobile","Chrome","Dubai",264,NA
2025-06-01 03:40:00,"User_45","Casual Browser","Product_Jeans_SlimFit","FormSubmit","Paid Search","Desktop","Chrome","Dubai",300,NA
2025-06-01 03:40:00,"User_466","Loyal Customer","AboutUs","Purchase","Organic Search","Desktop","Firefox","Mumbai",517,105.22
2025-06-01 03:40:00,"User_50","Casual Browser","SupportPage","Unsubscribe","Organic Search","Tablet","Chrome","Sydney",NA,NA
2025-06-01 03:40:00,"User_74","Fashion Buyer","Product_Laptop_X","View","Organic Search","Mobile","Safari","Paris",383,NA
2025-06-01 03:41:00,"User_115","Tech Enthusiast","Product_Headphones_Y","View","Organic Search","Mobile","Safari","Sydney",449,NA
2025-06-01 03:41:00,"User_172","Tech Enthusiast","Product_Headphones_Y","AddToCart","Social Media","Mobile","Firefox","Dubai",103,NA
2025-06-01 03:41:00,"User_228","Fashion Buyer","SupportPage","View","Organic Search","Mobile","Edge","Mumbai",25,NA
2025-06-01 03:41:00,"User_232","Fashion Buyer","Product_Sneakers_Pro","FormSubmit","Social Media","Mobile","Edge","London",142,NA
